file,line,raw,normalized,match
apps/api/tests/chave-de-fluxo.test.ts,191,/v1/gestao/fluxos/:id,/v1/gestao/fluxos/:*,/v1/gestao/fluxos/:*/canal
apps/api/tests/chave-de-fluxo.test.ts,194,/v1/gestao/fluxos/:fluxoId/links-rastreados/:linkId,/v1/gestao/fluxos/:*/links-rastreados/:*,ORPHAN
apps/api/tests/chave-de-fluxo.test.ts,201,/v1/conversas/:id/mensagens,/v1/conversas/:*/mensagens,/v1/conversas/:*/mensagens
apps/api/tests/chave-de-fluxo.test.ts,202,/v1/conversas,/v1/conversas,/v1/conversas/:*/etiquetas/:*
apps/api/tests/chave-de-fluxo.test.ts,208,/v1/conversas,/v1/conversas,/v1/conversas/:*/etiquetas/:*
apps/api/tests/chave-de-fluxo.test.ts,214,/v1/conversas/${randomUUID()}/mensagens,/v1/conversas/:*/mensagens,/v1/conversas/:*/mensagens
apps/api/tests/chave-de-fluxo.test.ts,221,/v1/conversas,/v1/conversas,/v1/conversas/:*/etiquetas/:*
apps/api/tests/chave-de-fluxo.test.ts,228,/v1/filas,/v1/filas,/v1/filas
apps/api/tests/chave-de-fluxo.test.ts,234,/v1/filas,/v1/filas,/v1/filas
apps/api/tests/chave-de-fluxo.test.ts,236,/v1/conversas,/v1/conversas,/v1/conversas/:*/etiquetas/:*
apps/api/tests/chave-de-fluxo.test.ts,243,/v1/conversas,/v1/conversas,/v1/conversas/:*/etiquetas/:*
apps/api/tests/chave-de-fluxo.test.ts,247,/v1/gestao/fluxos/${fluxoB}/chaves/${id},/v1/gestao/fluxos/:*/chaves/:*,/v1/gestao/fluxos/:*/chaves/:*
apps/api/tests/chave-de-fluxo.test.ts,250,/v1/conversas,/v1/conversas,/v1/conversas/:*/etiquetas/:*
apps/api/tests/chave-de-fluxo.test.ts,255,/v1/filas,/v1/filas,/v1/filas
apps/api/tests/ciclo-de-vida-do-fluxo.test.ts,147,${api.url}/v1/gestao/fluxos,/v1/gestao/fluxos,/v1/gestao/fluxos/:*/canal
apps/api/tests/ciclo-de-vida-do-fluxo.test.ts,164,${api.url}/v1/gestao/fluxos/${id},/v1/gestao/fluxos/:*,/v1/gestao/fluxos/:*/canal
apps/api/tests/ciclo-de-vida-do-fluxo.test.ts,173,${api.url}/v1/gestao/fluxos/${id},/v1/gestao/fluxos/:*,/v1/gestao/fluxos/:*/canal
apps/api/tests/ciclo-de-vida-do-fluxo.test.ts,201,POST /v1/gestao/fluxos,/v1/gestao/fluxos,/v1/gestao/fluxos/:*/canal
apps/api/tests/ciclo-de-vida-do-fluxo.test.ts,273,${api.url}/v1/gestao/fluxos,/v1/gestao/fluxos,/v1/gestao/fluxos/:*/canal
apps/api/tests/ciclo-de-vida-do-fluxo.test.ts,280,${api.url}/v1/gestao/fluxos,/v1/gestao/fluxos,/v1/gestao/fluxos/:*/canal
apps/api/tests/ciclo-de-vida-do-fluxo.test.ts,299,PATCH /v1/gestao/fluxos/:id,/v1/gestao/fluxos/:*,/v1/gestao/fluxos/:*/canal
apps/api/tests/ciclo-de-vida-do-fluxo.test.ts,430,DELETE /v1/gestao/fluxos/:id,/v1/gestao/fluxos/:*,/v1/gestao/fluxos/:*/canal
apps/api/tests/ciclo-de-vida-do-fluxo.test.ts,467,${api.url}/v1/gestao/fluxos?busca=${encodeURIComponent(nome)},/v1/gestao/fluxos,/v1/gestao/fluxos/:*/canal
apps/api/tests/ciclo-de-vida-do-fluxo.test.ts,491,${api.url}/v1/gestao/fluxos/${randomUUID()},/v1/gestao/fluxos/:*,/v1/gestao/fluxos/:*/canal
apps/api/tests/configuracao-do-fluxo.test.ts,134,GET/PATCH /v1/gestao/fluxos/:id/boas-vindas,/v1/gestao/fluxos/:*/boas-vindas,/v1/gestao/fluxos/:*/boas-vindas
apps/api/tests/configuracao-do-fluxo.test.ts,212,GET/PATCH /v1/gestao/fluxos/:id/menu-persistente,/v1/gestao/fluxos/:*/menu-persistente,/v1/gestao/fluxos/:*/menu-persistente
apps/api/tests/configuracao-do-fluxo.test.ts,92,${api.url}/v1/gestao/fluxos/${caminho},/v1/gestao/fluxos/:*,/v1/gestao/fluxos/:*/canal
apps/api/tests/contas.test.ts,50,POST /v1/contas (accounts_controller#create),/v1/contas,/v1/contas/minhas
apps/api/tests/contatos-editar.test.ts,144,PATCH /v1/contatos/:id,/v1/contatos/:*,/v1/contatos/:*/etiquetas/:*
apps/api/tests/contatos-editar.test.ts,222,${api.url}/v1/contatos/${id},/v1/contatos/:*,/v1/contatos/:*/etiquetas/:*
apps/api/tests/contatos-editar.test.ts,94,${api.url}/v1/contatos/${id},/v1/contatos/:*,/v1/contatos/:*/etiquetas/:*
apps/api/tests/contrato.test.ts,190,GET /v1/gestao/contrato/membros,/v1/gestao/contrato/membros,/v1/gestao/contrato/membros
apps/api/tests/contrato.test.ts,192,/v1/gestao/contrato/membros,/v1/gestao/contrato/membros,/v1/gestao/contrato/membros
apps/api/tests/contrato.test.ts,197,${api.url}/v1/gestao/contrato/membros,/v1/gestao/contrato/membros,/v1/gestao/contrato/membros
apps/api/tests/contrato.test.ts,205,/v1/convites,/v1/convites,/v1/convites/:*
apps/api/tests/contrato.test.ts,211,/v1/gestao/contrato/membros,/v1/gestao/contrato/membros,/v1/gestao/contrato/membros
apps/api/tests/contrato.test.ts,217,/v1/convites/${criado.corpo.id}/reenviar,/v1/convites/:*/reenviar,/v1/convites/:*/reenviar
apps/api/tests/contrato.test.ts,227,/v1/convites/${criado.corpo.id}/reenviar,/v1/convites/:*/reenviar,/v1/convites/:*/reenviar
apps/api/tests/contrato.test.ts,233,/v1/gestao/contrato/membros/excluir,/v1/gestao/contrato/membros/excluir,/v1/gestao/contrato/membros/excluir
apps/api/tests/contrato.test.ts,238,/v1/gestao/contrato/membros,/v1/gestao/contrato/membros,/v1/gestao/contrato/membros
apps/api/tests/contrato.test.ts,243,/v1/convites,/v1/convites,/v1/convites/:*
apps/api/tests/contrato.test.ts,254,/v1/convites,/v1/convites,/v1/convites/:*
apps/api/tests/contrato.test.ts,257,/v1/convites/${criado.corpo.id}/reenviar,/v1/convites/:*/reenviar,/v1/convites/:*/reenviar
apps/api/tests/contrato.test.ts,264,POST /v1/gestao/contrato/membros/papel,/v1/gestao/contrato/membros/papel,/v1/gestao/contrato/membros/papel
apps/api/tests/contrato.test.ts,266,/v1/gestao/contrato/membros/papel,/v1/gestao/contrato/membros/papel,/v1/gestao/contrato/membros/papel
apps/api/tests/contrato.test.ts,272,/v1/gestao/contrato/membros,/v1/gestao/contrato/membros,/v1/gestao/contrato/membros
apps/api/tests/contrato.test.ts,277,/v1/gestao/contrato/membros/papel,/v1/gestao/contrato/membros/papel,/v1/gestao/contrato/membros/papel
apps/api/tests/contrato.test.ts,286,/v1/gestao/contrato/membros/papel,/v1/gestao/contrato/membros/papel,/v1/gestao/contrato/membros/papel
apps/api/tests/contrato.test.ts,298,/v1/gestao/contrato/membros/papel,/v1/gestao/contrato/membros/papel,/v1/gestao/contrato/membros/papel
apps/api/tests/contrato.test.ts,306,/v1/gestao/contrato/membros,/v1/gestao/contrato/membros,/v1/gestao/contrato/membros
apps/api/tests/contrato.test.ts,315,/v1/gestao/contrato/membros/excluir,/v1/gestao/contrato/membros/excluir,/v1/gestao/contrato/membros/excluir
apps/api/tests/contrato.test.ts,322,/v1/gestao/contrato/membros,/v1/gestao/contrato/membros,/v1/gestao/contrato/membros
apps/api/tests/contrato.test.ts,327,/v1/gestao/contrato/membros/papel,/v1/gestao/contrato/membros/papel,/v1/gestao/contrato/membros/papel
apps/api/tests/contrato.test.ts,334,/v1/gestao/contrato/membros/papel,/v1/gestao/contrato/membros/papel,/v1/gestao/contrato/membros/papel
apps/api/tests/contrato.test.ts,338,/v1/gestao/contrato/membros/excluir,/v1/gestao/contrato/membros/excluir,/v1/gestao/contrato/membros/excluir
apps/api/tests/contrato.test.ts,364,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados/:*/hosts/:*
apps/api/tests/contrato.test.ts,378,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados/:*/hosts/:*
apps/api/tests/contrato.test.ts,390,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados/:*/hosts/:*
apps/api/tests/contrato.test.ts,400,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados/:*/hosts/:*
apps/api/tests/contrato.test.ts,414,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados/:*/hosts/:*
apps/api/tests/contrato.test.ts,420,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados/:*/hosts/:*
apps/api/tests/contrato.test.ts,431,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados/:*/hosts/:*
apps/api/tests/contrato.test.ts,452,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados/:*/hosts/:*
apps/api/tests/contrato.test.ts,472,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados/:*/hosts/:*
apps/api/tests/contrato.test.ts,482,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados/:*/hosts/:*
apps/api/tests/contrato.test.ts,488,/v1/gestao/contrato/certificados/${criado.corpo.id},/v1/gestao/contrato/certificados/:*,/v1/gestao/contrato/certificados/:*/hosts/:*
apps/api/tests/contrato.test.ts,493,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados/:*/hosts/:*
apps/api/tests/contrato.test.ts,500,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados/:*/hosts/:*
apps/api/tests/contrato.test.ts,508,/v1/gestao/contrato/certificados/${criado.corpo.id}/hosts/${hostId},/v1/gestao/contrato/certificados/:*/hosts/:*,/v1/gestao/contrato/certificados/:*/hosts/:*
apps/api/tests/contrato.test.ts,513,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados/:*/hosts/:*
apps/api/tests/contrato.test.ts,520,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados/:*/hosts/:*
apps/api/tests/contrato.test.ts,526,/v1/gestao/contrato/certificados/${criado.corpo.id},/v1/gestao/contrato/certificados/:*,/v1/gestao/contrato/certificados/:*/hosts/:*
apps/api/tests/contrato.test.ts,532,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados/:*/hosts/:*
apps/api/tests/contrato.test.ts,539,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados/:*/hosts/:*
apps/api/tests/contrato.test.ts,548,${api.url}/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados/:*/hosts/:*
apps/api/tests/contrato.test.ts,628,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados,/v1/gestao/contrato/certificados/:*/hosts/:*
apps/api/tests/contrato.test.ts,689,/v1/gestao/contrato/certificados/${certificadoId},/v1/gestao/contrato/certificados/:*,/v1/gestao/contrato/certificados/:*/hosts/:*
apps/api/tests/conversa-eventos.test.ts,111,/v1/conversas/${id}/encerrar,/v1/conversas/:*/encerrar,/v1/conversas/:*/encerrar
apps/api/tests/conversa-eventos.test.ts,120,/v1/conversas/${id}/encerrar,/v1/conversas/:*/encerrar,/v1/conversas/:*/encerrar
apps/api/tests/conversa-eventos.test.ts,136,/v1/conversas/${id}/encerrar,/v1/conversas/:*/encerrar,/v1/conversas/:*/encerrar
apps/api/tests/conversa-eventos.test.ts,149,/v1/conversas/${id}/encerrar,/v1/conversas/:*/encerrar,/v1/conversas/:*/encerrar
apps/api/tests/conversa-eventos.test.ts,157,/v1/conversas/${id}/encerrar,/v1/conversas/:*/encerrar,/v1/conversas/:*/encerrar
apps/api/tests/conversa-eventos.test.ts,170,/v1/conversas/${id}/encerrar,/v1/conversas/:*/encerrar,/v1/conversas/:*/encerrar
apps/api/tests/conversa-eventos.test.ts,176,/v1/conversas/${id}/encerrar,/v1/conversas/:*/encerrar,/v1/conversas/:*/encerrar
apps/api/tests/conversa-eventos.test.ts,197,/v1/conversas/${id}/encerrar,/v1/conversas/:*/encerrar,/v1/conversas/:*/encerrar
apps/api/tests/conversa-eventos.test.ts,206,/v1/conversas/${id}/espera,/v1/conversas/:*/espera,/v1/conversas/:*/espera
apps/api/tests/conversa-eventos.test.ts,216,/v1/conversas/${id}/espera,/v1/conversas/:*/espera,/v1/conversas/:*/espera
apps/api/tests/conversa-eventos.test.ts,232,/v1/conversas/${id}/espera,/v1/conversas/:*/espera,/v1/conversas/:*/espera
apps/api/tests/conversa-eventos.test.ts,233,/v1/conversas/${id}/espera,/v1/conversas/:*/espera,/v1/conversas/:*/espera
apps/api/tests/conversa-eventos.test.ts,242,/v1/conversas/${id}/espera,/v1/conversas/:*/espera,/v1/conversas/:*/espera
apps/api/tests/convites.test.ts,144,POST /v1/convites,/v1/convites,/v1/convites/:*
apps/api/tests/convites.test.ts,147,${api.url}/v1/convites,/v1/convites,/v1/convites/:*
apps/api/tests/convites.test.ts,15,http://127.0.0.1:3100/v1/auth/google/retorno,/v1/auth/google/retorno,/v1/auth/google/retorno
apps/api/tests/convites.test.ts,181,${api.url}/v1/convites,/v1/convites,/v1/convites/:*
apps/api/tests/convites.test.ts,193,${api.url}/v1/convites,/v1/convites,/v1/convites/:*
apps/api/tests/convites.test.ts,213,${api.url}/v1/convites,/v1/convites,/v1/convites/:*
apps/api/tests/convites.test.ts,222,${api.url}/v1/convites,/v1/convites,/v1/convites/:*
apps/api/tests/convites.test.ts,233,${api.url}/v1/convites,/v1/convites,/v1/convites/:*
apps/api/tests/convites.test.ts,251,GET /v1/convites/:token,/v1/convites/:*,/v1/convites/:*
apps/api/tests/convites.test.ts,256,${api.url}/v1/convites/${token},/v1/convites/:*,/v1/convites/:*
apps/api/tests/convites.test.ts,271,${api.url}/v1/convites/nunca-existiu,/v1/convites/nunca-existiu,/v1/convites/:*
apps/api/tests/convites.test.ts,281,${api.url}/v1/convites/${token},/v1/convites/:*,/v1/convites/:*
apps/api/tests/convites.test.ts,288,POST /v1/convites/:token/aceitar,/v1/convites/:*/aceitar,/v1/convites/:*/aceitar
apps/api/tests/convites.test.ts,293,${api.url}/v1/convites/${token}/aceitar,/v1/convites/:*/aceitar,/v1/convites/:*/aceitar
apps/api/tests/convites.test.ts,302,/v1/auth/google?convite=${encodeURIComponent(token)},/v1/auth/google,/v1/auth/google/retorno
apps/api/tests/convites.test.ts,315,${api.url}/v1/convites/${token}/aceitar,/v1/convites/:*/aceitar,/v1/convites/:*/aceitar
apps/api/tests/convites.test.ts,334,${api.url}/v1/convites/${token}/aceitar,/v1/convites/:*/aceitar,/v1/convites/:*/aceitar
apps/api/tests/convites.test.ts,365,${api.url}/v1/eu,/v1/eu,/v1/eu
apps/api/tests/convites.test.ts,387,GET /v1/auth/google?convite=,/v1/auth/google,/v1/auth/google/retorno
apps/api/tests/convites.test.ts,390,${api.url}/v1/auth/google?convite=${encodeURIComponent(token)},/v1/auth/google,/v1/auth/google/retorno
apps/api/tests/convites.test.ts,407,${api.url}/v1/auth/google,/v1/auth/google,/v1/auth/google/retorno
apps/api/tests/convites.test.ts,424,POST /v1/dominios,/v1/dominios,/v1/dominios/:*/verificar
apps/api/tests/convites.test.ts,427,${api.url}/v1/dominios,/v1/dominios,/v1/dominios/:*/verificar
apps/api/tests/convites.test.ts,447,${api.url}/v1/dominios,/v1/dominios,/v1/dominios/:*/verificar
apps/api/tests/convites.test.ts,458,${api.url}/v1/dominios,/v1/dominios,/v1/dominios/:*/verificar
apps/api/tests/convites.test.ts,487,${api.url}/v1/dominios,/v1/dominios,/v1/dominios/:*/verificar
apps/api/tests/desk-acoes.test.ts,131,POST /v1/desk/acoes/:acao — lista fechada e sessão obrigatória,/v1/desk/acoes/:*,/v1/desk/acoes/:*
apps/api/tests/desk-acoes.test.ts,393,${api.url}/v1/desk/fila,/v1/desk/fila,/v1/desk/fila
apps/api/tests/desk-acoes.test.ts,53,${api.url}/v1/desk/acoes/${nome},/v1/desk/acoes/:*,/v1/desk/acoes/:*
apps/api/tests/dicionario-crm.test.ts,307,GET /v1/crm/dicionario exige sessão e devolve só o dicionário do tenant dela,/v1/crm/dicionario,/v1/crm/dicionario
apps/api/tests/dicionario-crm.test.ts,310,${api.url}/v1/crm/dicionario,/v1/crm/dicionario,/v1/crm/dicionario
apps/api/tests/dicionario-crm.test.ts,318,${api.url}/v1/crm/dicionario,/v1/crm/dicionario,/v1/crm/dicionario
apps/api/tests/entrada.test.ts,110,${api.url}/v1/eu,/v1/eu,/v1/eu
apps/api/tests/entrada.test.ts,117,${api.url}/v1/eu,/v1/eu,/v1/eu
apps/api/tests/entrada.test.ts,125,${api.url}/v1/eu,/v1/eu,/v1/eu
apps/api/tests/entrada.test.ts,130,GET /v1/eu,/v1/eu,/v1/eu
apps/api/tests/entrada.test.ts,132,${api.url}/v1/eu,/v1/eu,/v1/eu
apps/api/tests/entrada.test.ts,159,${api.url}/v1/eu,/v1/eu,/v1/eu
apps/api/tests/entrada.test.ts,169,POST /v1/auth/sair,/v1/auth/sair,/v1/auth/sair
apps/api/tests/entrada.test.ts,16,http://127.0.0.1:3100/v1/auth/google/retorno,/v1/auth/google/retorno,/v1/auth/google/retorno
apps/api/tests/entrada.test.ts,172,${api.url}/v1/auth/sair,/v1/auth/sair,/v1/auth/sair
apps/api/tests/entrada.test.ts,179,${api.url}/v1/eu,/v1/eu,/v1/eu
apps/api/tests/entrada.test.ts,183,${api.url}/v1/auth/sair,/v1/auth/sair,/v1/auth/sair
apps/api/tests/entrada.test.ts,188,GET /v1/auth/google,/v1/auth/google,/v1/auth/google/retorno
apps/api/tests/entrada.test.ts,190,${api.url}/v1/auth/google?destino=/conversas/42,/v1/auth/google,/v1/auth/google/retorno
apps/api/tests/entrada.test.ts,207,Path=/v1/auth,/v1/auth,/v1/auth/dev
apps/api/tests/entrada.test.ts,218,${api.url}/v1/auth/google?destino=${encodeURIComponent('https://malvado.example/roubar')},/v1/auth/google,/v1/auth/google/retorno
apps/api/tests/entrada.test.ts,225,GET /v1/auth/google/retorno,/v1/auth/google/retorno,/v1/auth/google/retorno
apps/api/tests/entrada.test.ts,227,${api.url}/v1/auth/google/retorno?code=qualquer,/v1/auth/google/retorno,/v1/auth/google/retorno
apps/api/tests/entrada.test.ts,237,${api.url}/v1/auth/google/retorno?code=x,/v1/auth/google/retorno,/v1/auth/google/retorno
apps/api/tests/entrada.test.ts,274,${api.url}/v1/eu,/v1/eu,/v1/eu
apps/api/tests/entrada.test.ts,282,${api.url}/v1/eu,/v1/eu,/v1/eu
apps/api/tests/entrada.test.ts,329,"rota=""/v1/eu""",/v1/eu,/v1/eu
apps/api/tests/entrada.test.ts,330,"rota=""/v1/conversas/${cenario.tenantId}",/v1/conversas/:*,/v1/conversas/:*/etiquetas/:*
apps/api/tests/entrada.test.ts,382,${api.url}/v1/auth/google?origem=${encodeURIComponent('http://gestao.teste')},/v1/auth/google,/v1/auth/google/retorno
apps/api/tests/envio-sessao.test.ts,215,${api.url}/v1/conversas/${conversaId}/mensagens/${mensagemId}/reenviar,/v1/conversas/:*/mensagens/:*/reenviar,/v1/conversas/:*/mensagens/:*/reenviar
apps/api/tests/envio-sessao.test.ts,356,${api.url}/v1/conversas/${conversaId}/mensagens,/v1/conversas/:*/mensagens,/v1/conversas/:*/mensagens
apps/api/tests/envio-sessao.test.ts,89,${api.url}/v1/conversas/${conversaId}/mensagens,/v1/conversas/:*/mensagens,/v1/conversas/:*/mensagens
apps/api/tests/equipe-do-fluxo.test.ts,123,/v1/gestao/fluxos/${id}/equipe,/v1/gestao/fluxos/:*/equipe,/v1/gestao/fluxos/:*/equipe/:*
apps/api/tests/equipe-do-fluxo.test.ts,126,/v1/gestao/fluxos/${id}/equipe,/v1/gestao/fluxos/:*/equipe,/v1/gestao/fluxos/:*/equipe/:*
apps/api/tests/equipe-do-fluxo.test.ts,132,/v1/gestao/fluxos/${id}/equipe/${alvo},/v1/gestao/fluxos/:*/equipe/:*,/v1/gestao/fluxos/:*/equipe/:*
apps/api/tests/equipe-do-fluxo.test.ts,138,/v1/gestao/fluxos/${id}/equipe/${alvo},/v1/gestao/fluxos/:*/equipe/:*,/v1/gestao/fluxos/:*/equipe/:*
apps/api/tests/equipe-do-fluxo.test.ts,197,POST /v1/gestao/fluxos/:id/equipe,/v1/gestao/fluxos/:*/equipe,/v1/gestao/fluxos/:*/equipe/:*
apps/api/tests/equipe-do-fluxo.test.ts,300,PATCH e DELETE /v1/gestao/fluxos/:id/equipe/:usuarioId,/v1/gestao/fluxos/:*/equipe/:*,/v1/gestao/fluxos/:*/equipe/:*
apps/api/tests/equipe-do-fluxo.test.ts,390,${api.url}/v1/gestao/fluxos/${fluxo},/v1/gestao/fluxos/:*,/v1/gestao/fluxos/:*/canal
apps/api/tests/equipe-do-fluxo.test.ts,398,${api.url}/v1/gestao/fluxos/${fluxo},/v1/gestao/fluxos/:*,/v1/gestao/fluxos/:*/canal
apps/api/tests/etiquetas.test.ts,163,GET /v1/etiquetas — o catálogo do tenant,/v1/etiquetas,/v1/etiquetas
apps/api/tests/etiquetas.test.ts,165,/v1/etiquetas,/v1/etiquetas,/v1/etiquetas
apps/api/tests/etiquetas.test.ts,170,/v1/etiquetas?escopo=contato,/v1/etiquetas,/v1/etiquetas
apps/api/tests/etiquetas.test.ts,178,/v1/etiquetas?escopo=fila,/v1/etiquetas,/v1/etiquetas
apps/api/tests/etiquetas.test.ts,180,/v1/etiquetas,/v1/etiquetas,/v1/etiquetas
apps/api/tests/etiquetas.test.ts,185,POST/DELETE /v1/conversas/:id/etiquetas — a conversa aberta,/v1/conversas/:*/etiquetas,/v1/conversas/:*/etiquetas/:*
apps/api/tests/etiquetas.test.ts,191,/v1/conversas/${conversaId}/etiquetas,/v1/conversas/:*/etiquetas,/v1/conversas/:*/etiquetas/:*
apps/api/tests/etiquetas.test.ts,207,/v1/conversas/${conversaId}/etiquetas,/v1/conversas/:*/etiquetas,/v1/conversas/:*/etiquetas/:*
apps/api/tests/etiquetas.test.ts,216,/v1/conversas/${conversaId}/etiquetas/${etiquetaConversa},/v1/conversas/:*/etiquetas/:*,/v1/conversas/:*/etiquetas/:*
apps/api/tests/etiquetas.test.ts,225,/v1/conversas/${conversaId}/etiquetas/${etiquetaConversa},/v1/conversas/:*/etiquetas/:*,/v1/conversas/:*/etiquetas/:*
apps/api/tests/etiquetas.test.ts,237,a etiqueta aplicada aparece em GET /v1/desk/conversas/:id e pré-marca o encerramento,/v1/desk/conversas/:*,/v1/desk/conversas/:*
apps/api/tests/etiquetas.test.ts,239,/v1/conversas/${conversaId}/etiquetas,/v1/conversas/:*/etiquetas,/v1/conversas/:*/etiquetas/:*
apps/api/tests/etiquetas.test.ts,242,/v1/desk/conversas/${conversaId},/v1/desk/conversas/:*,/v1/desk/conversas/:*
apps/api/tests/etiquetas.test.ts,251,/v1/conversas/${conversaId}/etiquetas,/v1/conversas/:*/etiquetas,/v1/conversas/:*/etiquetas/:*
apps/api/tests/etiquetas.test.ts,259,/v1/conversas/${conversaId}/etiquetas,/v1/conversas/:*/etiquetas,/v1/conversas/:*/etiquetas/:*
apps/api/tests/etiquetas.test.ts,268,/v1/conversas/${conversaId}/etiquetas,/v1/conversas/:*/etiquetas,/v1/conversas/:*/etiquetas/:*
apps/api/tests/etiquetas.test.ts,279,/v1/conversas/${conversaId}/etiquetas,/v1/conversas/:*/etiquetas,/v1/conversas/:*/etiquetas/:*
apps/api/tests/etiquetas.test.ts,288,/v1/conversas/${conversaId}/etiquetas,/v1/conversas/:*/etiquetas,/v1/conversas/:*/etiquetas/:*
apps/api/tests/etiquetas.test.ts,298,/v1/conversas/${encerrada}/etiquetas,/v1/conversas/:*/etiquetas,/v1/conversas/:*/etiquetas/:*
apps/api/tests/etiquetas.test.ts,310,/v1/conversas/${conversaId}/etiquetas,/v1/conversas/:*/etiquetas,/v1/conversas/:*/etiquetas/:*
apps/api/tests/etiquetas.test.ts,319,/v1/conversas/${conversaId}/etiquetas,/v1/conversas/:*/etiquetas,/v1/conversas/:*/etiquetas/:*
apps/api/tests/etiquetas.test.ts,327,GET/POST/DELETE /v1/contatos/:id/etiquetas — o contato,/v1/contatos/:*/etiquetas,/v1/contatos/:*/etiquetas/:*
apps/api/tests/etiquetas.test.ts,333,/v1/contatos/${contatoId}/etiquetas,/v1/contatos/:*/etiquetas,/v1/contatos/:*/etiquetas/:*
apps/api/tests/etiquetas.test.ts,340,/v1/contatos/${contatoId}/etiquetas,/v1/contatos/:*/etiquetas,/v1/contatos/:*/etiquetas/:*
apps/api/tests/etiquetas.test.ts,346,/v1/contatos/${contatoId}/etiquetas/${etiquetaContato},/v1/contatos/:*/etiquetas/:*,/v1/contatos/:*/etiquetas/:*
apps/api/tests/etiquetas.test.ts,357,/v1/contatos/${contatoId}/etiquetas,/v1/contatos/:*/etiquetas,/v1/contatos/:*/etiquetas/:*
apps/api/tests/etiquetas.test.ts,360,/v1/desk/conversas/${conversaId},/v1/desk/conversas/:*,/v1/desk/conversas/:*
apps/api/tests/etiquetas.test.ts,374,/v1/contatos/${contatoId}/etiquetas,/v1/contatos/:*/etiquetas,/v1/contatos/:*/etiquetas/:*
apps/api/tests/etiquetas.test.ts,382,/v1/contatos/${contatoId}/etiquetas,/v1/contatos/:*/etiquetas,/v1/contatos/:*/etiquetas/:*
apps/api/tests/etiquetas.test.ts,391,/v1/contatos/${randomUUID()}/etiquetas,/v1/contatos/:*/etiquetas,/v1/contatos/:*/etiquetas/:*
apps/api/tests/etiquetas.test.ts,400,/v1/contatos/${contatoId}/etiquetas,/v1/contatos/:*/etiquetas,/v1/contatos/:*/etiquetas/:*
apps/api/tests/etiquetas.test.ts,404,/v1/contatos/${contatoId}/etiquetas,/v1/contatos/:*/etiquetas,/v1/contatos/:*/etiquetas/:*
apps/api/tests/etiquetas.test.ts,407,/v1/contatos/${contatoId}/etiquetas,/v1/contatos/:*/etiquetas,/v1/contatos/:*/etiquetas/:*
apps/api/tests/growth.test.ts,100,/v1/gestao/fluxos/${fluxoId}/links-rastreados,/v1/gestao/fluxos/:*/links-rastreados,/v1/gestao/fluxos/:*/links-rastreados
apps/api/tests/growth.test.ts,111,/v1/gestao/fluxos/${fluxoId}/links-rastreados,/v1/gestao/fluxos/:*/links-rastreados,/v1/gestao/fluxos/:*/links-rastreados
apps/api/tests/growth.test.ts,117,/v1/gestao/fluxos/${fluxoId}/links-rastreados,/v1/gestao/fluxos/:*/links-rastreados,/v1/gestao/fluxos/:*/links-rastreados
apps/api/tests/growth.test.ts,134,/v1/gestao/fluxos/${rows[0]!.id}/links-rastreados,/v1/gestao/fluxos/:*/links-rastreados,/v1/gestao/fluxos/:*/links-rastreados
apps/api/tests/growth.test.ts,147,/v1/gestao/fluxos/${fluxoId}/links-rastreados,/v1/gestao/fluxos/:*/links-rastreados,/v1/gestao/fluxos/:*/links-rastreados
apps/api/tests/growth.test.ts,183,/v1/gestao/fluxos/${fluxoId}/links-rastreados,/v1/gestao/fluxos/:*/links-rastreados,/v1/gestao/fluxos/:*/links-rastreados
apps/api/tests/growth.test.ts,200,/v1/gestao/fluxos/${fluxoId}/links-rastreados,/v1/gestao/fluxos/:*/links-rastreados,/v1/gestao/fluxos/:*/links-rastreados
